Results for randomtestcard:\n
Starting tests for "Treasure Map Card"...
Test 1457: Seed: 1457 - PASSED
Test 1458: Seed: 1458 - PASSED
Test 1459: Seed: 1459 - PASSED
Test 1460: Seed: 1460 - PASSED
Test 1461: Seed: 1461 - PASSED
Test 1462: Seed: 1462 - PASSED
Test 1463: Seed: 1463 - PASSED
Test 1464: Seed: 1464 - PASSED
Test 1465: Seed: 1465 - PASSED
Test 1466: Seed: 1466 - PASSED
Test 1467: Seed: 1467 - PASSED
Test 1468: Seed: 1468 - PASSED
Test 1469: Seed: 1469 - PASSED
Test 1470: Seed: 1470 - PASSED
Test 1471: Seed: 1471 - PASSED
Test 1472: Seed: 1472 - PASSED
Test 1473: Seed: 1473 - PASSED
Test 1474: Seed: 1474 - PASSED
Test 1475: Seed: 1475 - FAILED
  treasure map cards not discarded from hand when the number of treasure maps in the player's hand is 2 or greater
Test 1476: Seed: 1476 - PASSED
Test 1477: Seed: 1477 - PASSED
Test 1478: Seed: 1478 - PASSED
Test 1479: Seed: 1479 - PASSED
Test 1480: Seed: 1480 - PASSED
Test 1481: Seed: 1481 - PASSED
Test 1482: Seed: 1482 - PASSED
Test 1483: Seed: 1483 - PASSED
Test 1484: Seed: 1484 - PASSED
Test 1485: Seed: 1485 - PASSED
Test 1486: Seed: 1486 - PASSED
Test 1487: Seed: 1487 - PASSED
Test 1488: Seed: 1488 - PASSED
Test 1489: Seed: 1489 - PASSED
Test 1490: Seed: 1490 - PASSED
Test 1491: Seed: 1491 - PASSED
Test 1492: Seed: 1492 - PASSED
Test 1493: Seed: 1493 - PASSED
Test 1494: Seed: 1494 - PASSED
Test 1495: Seed: 1495 - PASSED
Test 1496: Seed: 1496 - PASSED
Test 1497: Seed: 1497 - PASSED
Test 1498: Seed: 1498 - PASSED
Test 1499: Seed: 1499 - PASSED
Test 1500: Seed: 1500 - PASSED
Test 1501: Seed: 1501 - PASSED
Test 1502: Seed: 1502 - PASSED
Test 1503: Seed: 1503 - PASSED
Test 1504: Seed: 1504 - PASSED
Test 1505: Seed: 1505 - PASSED
Test 1506: Seed: 1506 - PASSED
Test 1507: Seed: 1507 - PASSED
Test 1508: Seed: 1508 - PASSED
Test 1509: Seed: 1509 - PASSED
Test 1510: Seed: 1510 - PASSED
Test 1511: Seed: 1511 - PASSED
Test 1512: Seed: 1512 - PASSED
Test 1513: Seed: 1513 - PASSED
Test 1514: Seed: 1514 - PASSED
Test 1515: Seed: 1515 - PASSED
Test 1516: Seed: 1516 - PASSED
Test 1517: Seed: 1517 - PASSED
Test 1518: Seed: 1518 - PASSED
Test 1519: Seed: 1519 - PASSED
Test 1520: Seed: 1520 - PASSED
Test 1521: Seed: 1521 - PASSED
Test 1522: Seed: 1522 - PASSED
Test 1523: Seed: 1523 - PASSED
Test 1524: Seed: 1524 - PASSED
Test 1525: Seed: 1525 - PASSED
Test 1526: Seed: 1526 - PASSED
Test 1527: Seed: 1527 - PASSED
Test 1528: Seed: 1528 - PASSED
Test 1529: Seed: 1529 - PASSED
Test 1530: Seed: 1530 - PASSED
Test 1531: Seed: 1531 - PASSED
Test 1532: Seed: 1532 - PASSED
Test 1533: Seed: 1533 - PASSED
Test 1534: Seed: 1534 - PASSED
Test 1535: Seed: 1535 - PASSED
Test 1536: Seed: 1536 - PASSED
Test 1537: Seed: 1537 - PASSED
Test 1538: Seed: 1538 - PASSED
Test 1539: Seed: 1539 - PASSED
Test 1540: Seed: 1540 - PASSED
Test 1541: Seed: 1541 - PASSED
Test 1542: Seed: 1542 - PASSED
Test 1543: Seed: 1543 - PASSED
Test 1544: Seed: 1544 - PASSED
Test 1545: Seed: 1545 - PASSED
Test 1546: Seed: 1546 - PASSED
Test 1547: Seed: 1547 - PASSED
Test 1548: Seed: 1548 - PASSED
Test 1549: Seed: 1549 - PASSED
Test 1550: Seed: 1550 - PASSED
Test 1551: Seed: 1551 - PASSED
Test 1552: Seed: 1552 - PASSED
Test 1553: Seed: 1553 - PASSED
Test 1554: Seed: 1554 - PASSED
Test 1555: Seed: 1555 - PASSED
Test 1556: Seed: 1556 - FAILED
  treasure map cards not discarded from hand when the number of treasure maps in the player's hand is 2 or greater
Test 1557: Seed: 1557 - PASSED
Test 1558: Seed: 1558 - PASSED
Test 1559: Seed: 1559 - PASSED
Test 1560: Seed: 1560 - PASSED
Test 1561: Seed: 1561 - PASSED
Test 1562: Seed: 1562 - PASSED
Test 1563: Seed: 1563 - PASSED
Test 1564: Seed: 1564 - PASSED
Test 1565: Seed: 1565 - PASSED
Test 1566: Seed: 1566 - PASSED
Test 1567: Seed: 1567 - PASSED
Test 1568: Seed: 1568 - PASSED
Test 1569: Seed: 1569 - PASSED
Test 1570: Seed: 1570 - PASSED
Test 1571: Seed: 1571 - PASSED
Test 1572: Seed: 1572 - PASSED
Test 1573: Seed: 1573 - PASSED
Test 1574: Seed: 1574 - PASSED
Test 1575: Seed: 1575 - PASSED
Test 1576: Seed: 1576 - PASSED
Test 1577: Seed: 1577 - PASSED
Test 1578: Seed: 1578 - PASSED
Test 1579: Seed: 1579 - PASSED
Test 1580: Seed: 1580 - PASSED
Test 1581: Seed: 1581 - PASSED
Test 1582: Seed: 1582 - PASSED
Test 1583: Seed: 1583 - PASSED
Test 1584: Seed: 1584 - PASSED
Test 1585: Seed: 1585 - PASSED
Test 1586: Seed: 1586 - PASSED
Test 1587: Seed: 1587 - PASSED
Test 1588: Seed: 1588 - PASSED
Test 1589: Seed: 1589 - PASSED
Test 1590: Seed: 1590 - PASSED
Test 1591: Seed: 1591 - PASSED
Test 1592: Seed: 1592 - PASSED
Test 1593: Seed: 1593 - PASSED
Test 1594: Seed: 1594 - PASSED
Test 1595: Seed: 1595 - PASSED
Test 1596: Seed: 1596 - PASSED
Test 1597: Seed: 1597 - PASSED
Test 1598: Seed: 1598 - PASSED
Test 1599: Seed: 1599 - PASSED
Test 1600: Seed: 1600 - PASSED
Test 1601: Seed: 1601 - PASSED
Test 1602: Seed: 1602 - PASSED
Test 1603: Seed: 1603 - PASSED
Test 1604: Seed: 1604 - PASSED
Test 1605: Seed: 1605 - PASSED
Test 1606: Seed: 1606 - PASSED
Test 1607: Seed: 1607 - PASSED
Test 1608: Seed: 1608 - PASSED
Test 1609: Seed: 1609 - PASSED
Test 1610: Seed: 1610 - PASSED
Test 1611: Seed: 1611 - PASSED
Test 1612: Seed: 1612 - PASSED
Test 1613: Seed: 1613 - PASSED
Test 1614: Seed: 1614 - PASSED
Test 1615: Seed: 1615 - PASSED
Test 1616: Seed: 1616 - PASSED
Test 1617: Seed: 1617 - PASSED
Test 1618: Seed: 1618 - PASSED
Test 1619: Seed: 1619 - PASSED
Test 1620: Seed: 1620 - PASSED
Test 1621: Seed: 1621 - PASSED
Test 1622: Seed: 1622 - PASSED
Test 1623: Seed: 1623 - PASSED
Test 1624: Seed: 1624 - PASSED
Test 1625: Seed: 1625 - PASSED
Test 1626: Seed: 1626 - PASSED
Test 1627: Seed: 1627 - PASSED
Test 1628: Seed: 1628 - PASSED
Test 1629: Seed: 1629 - PASSED
Test 1630: Seed: 1630 - PASSED
Test 1631: Seed: 1631 - PASSED
Test 1632: Seed: 1632 - PASSED
Test 1633: Seed: 1633 - PASSED
Test 1634: Seed: 1634 - PASSED
Test 1635: Seed: 1635 - PASSED
Test 1636: Seed: 1636 - PASSED
Test 1637: Seed: 1637 - PASSED
Test 1638: Seed: 1638 - PASSED
Test 1639: Seed: 1639 - PASSED
Test 1640: Seed: 1640 - PASSED
Test 1641: Seed: 1641 - PASSED
Test 1642: Seed: 1642 - PASSED
Test 1643: Seed: 1643 - PASSED
Test 1644: Seed: 1644 - PASSED
Test 1645: Seed: 1645 - PASSED
Test 1646: Seed: 1646 - PASSED
Test 1647: Seed: 1647 - PASSED
Test 1648: Seed: 1648 - PASSED
Test 1649: Seed: 1649 - PASSED
Test 1650: Seed: 1650 - PASSED
Test 1651: Seed: 1651 - PASSED
Test 1652: Seed: 1652 - PASSED
Test 1653: Seed: 1653 - PASSED
Test 1654: Seed: 1654 - PASSED
Test 1655: Seed: 1655 - PASSED
Test 1656: Seed: 1656 - PASSED
Test 1657: Seed: 1657 - PASSED
Test 1658: Seed: 1658 - PASSED
Test 1659: Seed: 1659 - PASSED
Test 1660: Seed: 1660 - PASSED
Test 1661: Seed: 1661 - PASSED
Test 1662: Seed: 1662 - PASSED
Test 1663: Seed: 1663 - PASSED
Test 1664: Seed: 1664 - PASSED
Test 1665: Seed: 1665 - PASSED
Test 1666: Seed: 1666 - PASSED
Test 1667: Seed: 1667 - PASSED
Test 1668: Seed: 1668 - PASSED
Test 1669: Seed: 1669 - PASSED
Test 1670: Seed: 1670 - PASSED
Test 1671: Seed: 1671 - PASSED
Test 1672: Seed: 1672 - PASSED
Test 1673: Seed: 1673 - PASSED
Test 1674: Seed: 1674 - PASSED
Test 1675: Seed: 1675 - PASSED
Test 1676: Seed: 1676 - PASSED
Test 1677: Seed: 1677 - PASSED
Test 1678: Seed: 1678 - PASSED
Test 1679: Seed: 1679 - PASSED
Test 1680: Seed: 1680 - PASSED
Test 1681: Seed: 1681 - PASSED
Test 1682: Seed: 1682 - PASSED
Test 1683: Seed: 1683 - PASSED
Test 1684: Seed: 1684 - PASSED
Test 1685: Seed: 1685 - PASSED
Test 1686: Seed: 1686 - PASSED
Test 1687: Seed: 1687 - PASSED
Test 1688: Seed: 1688 - PASSED
Test 1689: Seed: 1689 - PASSED
Test 1690: Seed: 1690 - PASSED
Test 1691: Seed: 1691 - PASSED
Test 1692: Seed: 1692 - PASSED
Test 1693: Seed: 1693 - PASSED
Test 1694: Seed: 1694 - PASSED
Test 1695: Seed: 1695 - PASSED
Test 1696: Seed: 1696 - PASSED
Test 1697: Seed: 1697 - PASSED
Test 1698: Seed: 1698 - PASSED
Test 1699: Seed: 1699 - PASSED
Test 1700: Seed: 1700 - PASSED
Test 1701: Seed: 1701 - PASSED
Test 1702: Seed: 1702 - PASSED
Test 1703: Seed: 1703 - PASSED
Test 1704: Seed: 1704 - PASSED
Test 1705: Seed: 1705 - PASSED
Test 1706: Seed: 1706 - PASSED
Test 1707: Seed: 1707 - PASSED
Test 1708: Seed: 1708 - PASSED
Test 1709: Seed: 1709 - PASSED
Test 1710: Seed: 1710 - PASSED
Test 1711: Seed: 1711 - PASSED
Test 1712: Seed: 1712 - PASSED
Test 1713: Seed: 1713 - PASSED
Test 1714: Seed: 1714 - PASSED
Test 1715: Seed: 1715 - PASSED
Test 1716: Seed: 1716 - PASSED
Test 1717: Seed: 1717 - PASSED
Test 1718: Seed: 1718 - PASSED
Test 1719: Seed: 1719 - PASSED
Test 1720: Seed: 1720 - PASSED
Test 1721: Seed: 1721 - PASSED
Test 1722: Seed: 1722 - PASSED
Test 1723: Seed: 1723 - PASSED
Test 1724: Seed: 1724 - PASSED
Test 1725: Seed: 1725 - PASSED
Test 1726: Seed: 1726 - PASSED
Test 1727: Seed: 1727 - PASSED
Test 1728: Seed: 1728 - PASSED
Test 1729: Seed: 1729 - PASSED
Test 1730: Seed: 1730 - PASSED
Test 1731: Seed: 1731 - PASSED
Test 1732: Seed: 1732 - PASSED
Test 1733: Seed: 1733 - PASSED
Test 1734: Seed: 1734 - PASSED
Test 1735: Seed: 1735 - PASSED
Test 1736: Seed: 1736 - PASSED
Test 1737: Seed: 1737 - PASSED
Test 1738: Seed: 1738 - PASSED
Test 1739: Seed: 1739 - PASSED
Test 1740: Seed: 1740 - PASSED
Test 1741: Seed: 1741 - PASSED
Test 1742: Seed: 1742 - PASSED
Test 1743: Seed: 1743 - PASSED
Test 1744: Seed: 1744 - PASSED
Test 1745: Seed: 1745 - PASSED
Test 1746: Seed: 1746 - PASSED
Test 1747: Seed: 1747 - PASSED
Test 1748: Seed: 1748 - PASSED
Test 1749: Seed: 1749 - PASSED
Test 1750: Seed: 1750 - PASSED
Test 1751: Seed: 1751 - PASSED
Test 1752: Seed: 1752 - PASSED
Test 1753: Seed: 1753 - PASSED
Test 1754: Seed: 1754 - PASSED
Test 1755: Seed: 1755 - PASSED
Test 1756: Seed: 1756 - PASSED
Test 1757: Seed: 1757 - PASSED
Test 1758: Seed: 1758 - PASSED
Test 1759: Seed: 1759 - PASSED
Test 1760: Seed: 1760 - PASSED
Test 1761: Seed: 1761 - PASSED
Test 1762: Seed: 1762 - PASSED
Test 1763: Seed: 1763 - PASSED
Test 1764: Seed: 1764 - PASSED
Test 1765: Seed: 1765 - PASSED
Test 1766: Seed: 1766 - PASSED
Test 1767: Seed: 1767 - PASSED
Test 1768: Seed: 1768 - PASSED
Test 1769: Seed: 1769 - PASSED
Test 1770: Seed: 1770 - PASSED
Test 1771: Seed: 1771 - PASSED
Test 1772: Seed: 1772 - PASSED
Test 1773: Seed: 1773 - PASSED
Test 1774: Seed: 1774 - PASSED
Test 1775: Seed: 1775 - PASSED
Test 1776: Seed: 1776 - PASSED
Test 1777: Seed: 1777 - PASSED
Test 1778: Seed: 1778 - PASSED
Test 1779: Seed: 1779 - PASSED
Test 1780: Seed: 1780 - PASSED
Test 1781: Seed: 1781 - PASSED
Test 1782: Seed: 1782 - PASSED
Test 1783: Seed: 1783 - PASSED
Test 1784: Seed: 1784 - PASSED
Test 1785: Seed: 1785 - PASSED
Test 1786: Seed: 1786 - PASSED
Test 1787: Seed: 1787 - PASSED
Test 1788: Seed: 1788 - PASSED
Test 1789: Seed: 1789 - PASSED
Test 1790: Seed: 1790 - PASSED
Test 1791: Seed: 1791 - PASSED
Test 1792: Seed: 1792 - PASSED
Test 1793: Seed: 1793 - PASSED
Test 1794: Seed: 1794 - PASSED
Test 1795: Seed: 1795 - PASSED
Test 1796: Seed: 1796 - PASSED
Test 1797: Seed: 1797 - PASSED
Test 1798: Seed: 1798 - PASSED
Test 1799: Seed: 1799 - PASSED
Test 1800: Seed: 1800 - PASSED
Test 1801: Seed: 1801 - PASSED
Test 1802: Seed: 1802 - PASSED
Test 1803: Seed: 1803 - PASSED
Test 1804: Seed: 1804 - PASSED
Test 1805: Seed: 1805 - PASSED
Test 1806: Seed: 1806 - PASSED
Test 1807: Seed: 1807 - PASSED
Test 1808: Seed: 1808 - PASSED
Test 1809: Seed: 1809 - PASSED
Test 1810: Seed: 1810 - PASSED
Test 1811: Seed: 1811 - PASSED
Test 1812: Seed: 1812 - PASSED
Test 1813: Seed: 1813 - PASSED
Test 1814: Seed: 1814 - PASSED
Test 1815: Seed: 1815 - PASSED
Test 1816: Seed: 1816 - PASSED
Test 1817: Seed: 1817 - PASSED
Test 1818: Seed: 1818 - FAILED
  treasure map cards not discarded from hand when the number of treasure maps in the player's hand is 2 or greater
Test 1819: Seed: 1819 - PASSED
Test 1820: Seed: 1820 - PASSED
Test 1821: Seed: 1821 - PASSED
Test 1822: Seed: 1822 - PASSED
Test 1823: Seed: 1823 - PASSED
Test 1824: Seed: 1824 - PASSED
Test 1825: Seed: 1825 - PASSED
Test 1826: Seed: 1826 - PASSED
Test 1827: Seed: 1827 - PASSED
Test 1828: Seed: 1828 - PASSED
Test 1829: Seed: 1829 - FAILED
  treasure map cards not discarded from hand when the number of treasure maps in the player's hand is 2 or greater
Test 1830: Seed: 1830 - PASSED
Test 1831: Seed: 1831 - PASSED
Test 1832: Seed: 1832 - PASSED
Test 1833: Seed: 1833 - PASSED
Test 1834: Seed: 1834 - PASSED
Test 1835: Seed: 1835 - PASSED
Test 1836: Seed: 1836 - PASSED
Test 1837: Seed: 1837 - PASSED
Test 1838: Seed: 1838 - PASSED
Test 1839: Seed: 1839 - PASSED
Test 1840: Seed: 1840 - PASSED
Test 1841: Seed: 1841 - PASSED
Test 1842: Seed: 1842 - PASSED
Test 1843: Seed: 1843 - PASSED
Test 1844: Seed: 1844 - PASSED
Test 1845: Seed: 1845 - PASSED
Test 1846: Seed: 1846 - PASSED
Test 1847: Seed: 1847 - PASSED
Test 1848: Seed: 1848 - PASSED
Test 1849: Seed: 1849 - PASSED
Test 1850: Seed: 1850 - PASSED
Test 1851: Seed: 1851 - PASSED
Test 1852: Seed: 1852 - PASSED
Test 1853: Seed: 1853 - PASSED
Test 1854: Seed: 1854 - PASSED
Test 1855: Seed: 1855 - PASSED
Test 1856: Seed: 1856 - PASSED
Test 1857: Seed: 1857 - PASSED
Test 1858: Seed: 1858 - PASSED
Test 1859: Seed: 1859 - PASSED
Test 1860: Seed: 1860 - PASSED
Test 1861: Seed: 1861 - PASSED
Test 1862: Seed: 1862 - PASSED
Test 1863: Seed: 1863 - PASSED
Test 1864: Seed: 1864 - PASSED
Test 1865: Seed: 1865 - PASSED
Test 1866: Seed: 1866 - PASSED
Test 1867: Seed: 1867 - PASSED
Test 1868: Seed: 1868 - PASSED
Test 1869: Seed: 1869 - PASSED
Test 1870: Seed: 1870 - PASSED
Test 1871: Seed: 1871 - PASSED
Test 1872: Seed: 1872 - PASSED
Test 1873: Seed: 1873 - PASSED
Test 1874: Seed: 1874 - PASSED
Test 1875: Seed: 1875 - PASSED
Test 1876: Seed: 1876 - PASSED
Test 1877: Seed: 1877 - PASSED
Test 1878: Seed: 1878 - PASSED
Test 1879: Seed: 1879 - PASSED
Test 1880: Seed: 1880 - PASSED
Test 1881: Seed: 1881 - PASSED
Test 1882: Seed: 1882 - PASSED
Test 1883: Seed: 1883 - PASSED
Test 1884: Seed: 1884 - PASSED
Test 1885: Seed: 1885 - PASSED
Test 1886: Seed: 1886 - PASSED
Test 1887: Seed: 1887 - PASSED
Test 1888: Seed: 1888 - PASSED
Test 1889: Seed: 1889 - PASSED
Test 1890: Seed: 1890 - PASSED
Test 1891: Seed: 1891 - PASSED
Test 1892: Seed: 1892 - PASSED
Test 1893: Seed: 1893 - PASSED
Test 1894: Seed: 1894 - PASSED
Test 1895: Seed: 1895 - PASSED
Test 1896: Seed: 1896 - PASSED
Test 1897: Seed: 1897 - PASSED
Test 1898: Seed: 1898 - PASSED
Test 1899: Seed: 1899 - PASSED
Test 1900: Seed: 1900 - PASSED
Test 1901: Seed: 1901 - PASSED
Test 1902: Seed: 1902 - PASSED
Test 1903: Seed: 1903 - PASSED
Test 1904: Seed: 1904 - PASSED
Test 1905: Seed: 1905 - PASSED
Test 1906: Seed: 1906 - PASSED
Test 1907: Seed: 1907 - PASSED
Test 1908: Seed: 1908 - PASSED
Test 1909: Seed: 1909 - PASSED
Test 1910: Seed: 1910 - PASSED
Test 1911: Seed: 1911 - PASSED
Test 1912: Seed: 1912 - PASSED
Test 1913: Seed: 1913 - PASSED
Test 1914: Seed: 1914 - PASSED
Test 1915: Seed: 1915 - PASSED
Test 1916: Seed: 1916 - PASSED
Test 1917: Seed: 1917 - PASSED
Test 1918: Seed: 1918 - PASSED
Test 1919: Seed: 1919 - PASSED
Test 1920: Seed: 1920 - PASSED
Test 1921: Seed: 1921 - PASSED
Test 1922: Seed: 1922 - PASSED
Test 1923: Seed: 1923 - PASSED
Test 1924: Seed: 1924 - PASSED
Test 1925: Seed: 1925 - PASSED
Test 1926: Seed: 1926 - PASSED
Test 1927: Seed: 1927 - PASSED
Test 1928: Seed: 1928 - PASSED
Test 1929: Seed: 1929 - PASSED
Test 1930: Seed: 1930 - PASSED
Test 1931: Seed: 1931 - PASSED
Test 1932: Seed: 1932 - PASSED
Test 1933: Seed: 1933 - PASSED
Test 1934: Seed: 1934 - PASSED
Test 1935: Seed: 1935 - PASSED
Test 1936: Seed: 1936 - PASSED
Test 1937: Seed: 1937 - PASSED
Test 1938: Seed: 1938 - PASSED
Test 1939: Seed: 1939 - PASSED
Test 1940: Seed: 1940 - PASSED
Test 1941: Seed: 1941 - PASSED
Test 1942: Seed: 1942 - PASSED
Test 1943: Seed: 1943 - FAILED
  treasure map cards not discarded from hand when the number of treasure maps in the player's hand is 2 or greater
Test 1944: Seed: 1944 - PASSED
Test 1945: Seed: 1945 - PASSED
Test 1946: Seed: 1946 - PASSED
Test 1947: Seed: 1947 - PASSED
Test 1948: Seed: 1948 - PASSED
Test 1949: Seed: 1949 - PASSED
Test 1950: Seed: 1950 - PASSED
Test 1951: Seed: 1951 - PASSED
Test 1952: Seed: 1952 - PASSED
Test 1953: Seed: 1953 - PASSED
Test 1954: Seed: 1954 - FAILED
  treasure map cards not discarded from hand when the number of treasure maps in the player's hand is 2 or greater
Test 1955: Seed: 1955 - PASSED
Test 1956: Seed: 1956 - PASSED
Test 1957: Seed: 1957 - PASSED
Test 1958: Seed: 1958 - PASSED
Test 1959: Seed: 1959 - PASSED
Test 1960: Seed: 1960 - PASSED
Test 1961: Seed: 1961 - PASSED
Test 1962: Seed: 1962 - PASSED
Test 1963: Seed: 1963 - PASSED
Test 1964: Seed: 1964 - PASSED
Test 1965: Seed: 1965 - PASSED
Test 1966: Seed: 1966 - PASSED
Test 1967: Seed: 1967 - PASSED
Test 1968: Seed: 1968 - PASSED
Test 1969: Seed: 1969 - PASSED
Test 1970: Seed: 1970 - PASSED
Test 1971: Seed: 1971 - PASSED
Test 1972: Seed: 1972 - PASSED
Test 1973: Seed: 1973 - PASSED
Test 1974: Seed: 1974 - PASSED
Test 1975: Seed: 1975 - PASSED
Test 1976: Seed: 1976 - PASSED
Test 1977: Seed: 1977 - PASSED
Test 1978: Seed: 1978 - PASSED
Test 1979: Seed: 1979 - PASSED
Test 1980: Seed: 1980 - PASSED
Test 1981: Seed: 1981 - PASSED
Test 1982: Seed: 1982 - PASSED
Test 1983: Seed: 1983 - PASSED
Test 1984: Seed: 1984 - PASSED
Test 1985: Seed: 1985 - PASSED
Test 1986: Seed: 1986 - PASSED
Test 1987: Seed: 1987 - PASSED
Test 1988: Seed: 1988 - PASSED
Test 1989: Seed: 1989 - PASSED
Test 1990: Seed: 1990 - PASSED
Test 1991: Seed: 1991 - PASSED
Test 1992: Seed: 1992 - PASSED
Test 1993: Seed: 1993 - PASSED
Test 1994: Seed: 1994 - PASSED
Test 1995: Seed: 1995 - PASSED
Test 1996: Seed: 1996 - PASSED
Test 1997: Seed: 1997 - PASSED
Test 1998: Seed: 1998 - PASSED
Test 1999: Seed: 1999 - PASSED
Test 2000: Seed: 2000 - PASSED
Test 2001: Seed: 2001 - PASSED
Test 2002: Seed: 2002 - PASSED
Test 2003: Seed: 2003 - PASSED
Test 2004: Seed: 2004 - PASSED
Test 2005: Seed: 2005 - PASSED
Test 2006: Seed: 2006 - PASSED
Test 2007: Seed: 2007 - PASSED
Test 2008: Seed: 2008 - PASSED
Test 2009: Seed: 2009 - PASSED
Test 2010: Seed: 2010 - PASSED
Test 2011: Seed: 2011 - FAILED
  treasure map cards not discarded from hand when the number of treasure maps in the player's hand is 2 or greater
Test 2012: Seed: 2012 - PASSED
Test 2013: Seed: 2013 - PASSED
Test 2014: Seed: 2014 - PASSED
Test 2015: Seed: 2015 - FAILED
  treasure map cards not discarded from hand when the number of treasure maps in the player's hand is 2 or greater
Test 2016: Seed: 2016 - PASSED
Test 2017: Seed: 2017 - PASSED
Test 2018: Seed: 2018 - PASSED
Test 2019: Seed: 2019 - PASSED
Test 2020: Seed: 2020 - PASSED
Test 2021: Seed: 2021 - PASSED
Test 2022: Seed: 2022 - PASSED
Test 2023: Seed: 2023 - PASSED
Test 2024: Seed: 2024 - PASSED
Test 2025: Seed: 2025 - PASSED
Test 2026: Seed: 2026 - PASSED
Test 2027: Seed: 2027 - PASSED
Test 2028: Seed: 2028 - PASSED
Test 2029: Seed: 2029 - PASSED
Test 2030: Seed: 2030 - PASSED
Test 2031: Seed: 2031 - PASSED
Test 2032: Seed: 2032 - PASSED
Test 2033: Seed: 2033 - PASSED
Test 2034: Seed: 2034 - PASSED
Test 2035: Seed: 2035 - PASSED
Test 2036: Seed: 2036 - PASSED
Test 2037: Seed: 2037 - PASSED
Test 2038: Seed: 2038 - PASSED
Test 2039: Seed: 2039 - PASSED
Test 2040: Seed: 2040 - PASSED
Test 2041: Seed: 2041 - PASSED
Test 2042: Seed: 2042 - PASSED
Test 2043: Seed: 2043 - PASSED
Test 2044: Seed: 2044 - PASSED
Test 2045: Seed: 2045 - PASSED
Test 2046: Seed: 2046 - PASSED
Test 2047: Seed: 2047 - PASSED
Test 2048: Seed: 2048 - PASSED
Test 2049: Seed: 2049 - PASSED
Test 2050: Seed: 2050 - PASSED
Test 2051: Seed: 2051 - PASSED
Test 2052: Seed: 2052 - PASSED
Test 2053: Seed: 2053 - PASSED
Test 2054: Seed: 2054 - PASSED
Test 2055: Seed: 2055 - PASSED
Test 2056: Seed: 2056 - FAILED
  treasure map cards not discarded from hand when the number of treasure maps in the player's hand is 2 or greater
Test 2057: Seed: 2057 - PASSED
Test 2058: Seed: 2058 - PASSED
Test 2059: Seed: 2059 - PASSED
Test 2060: Seed: 2060 - PASSED
Test 2061: Seed: 2061 - PASSED
Test 2062: Seed: 2062 - PASSED
Test 2063: Seed: 2063 - PASSED
Test 2064: Seed: 2064 - PASSED
Test 2065: Seed: 2065 - PASSED
Test 2066: Seed: 2066 - FAILED
  treasure map cards not discarded from hand when the number of treasure maps in the player's hand is 2 or greater
Test 2067: Seed: 2067 - PASSED
Test 2068: Seed: 2068 - PASSED
Test 2069: Seed: 2069 - PASSED
Test 2070: Seed: 2070 - PASSED
Test 2071: Seed: 2071 - PASSED
Test 2072: Seed: 2072 - PASSED
Test 2073: Seed: 2073 - PASSED
Test 2074: Seed: 2074 - PASSED
Test 2075: Seed: 2075 - PASSED
Test 2076: Seed: 2076 - PASSED
Test 2077: Seed: 2077 - PASSED
Test 2078: Seed: 2078 - PASSED
Test 2079: Seed: 2079 - PASSED
Test 2080: Seed: 2080 - PASSED
Test 2081: Seed: 2081 - PASSED
Test 2082: Seed: 2082 - PASSED
Test 2083: Seed: 2083 - PASSED
Test 2084: Seed: 2084 - PASSED
Test 2085: Seed: 2085 - PASSED
Test 2086: Seed: 2086 - PASSED
Test 2087: Seed: 2087 - PASSED
Test 2088: Seed: 2088 - PASSED
Test 2089: Seed: 2089 - PASSED
Test 2090: Seed: 2090 - PASSED
Test 2091: Seed: 2091 - PASSED
Test 2092: Seed: 2092 - PASSED
Test 2093: Seed: 2093 - PASSED
Test 2094: Seed: 2094 - PASSED
Test 2095: Seed: 2095 - PASSED
Test 2096: Seed: 2096 - PASSED
Test 2097: Seed: 2097 - PASSED
Test 2098: Seed: 2098 - PASSED
Test 2099: Seed: 2099 - PASSED
Test 2100: Seed: 2100 - PASSED
Test 2101: Seed: 2101 - PASSED
Test 2102: Seed: 2102 - PASSED
Test 2103: Seed: 2103 - PASSED
Test 2104: Seed: 2104 - PASSED
Test 2105: Seed: 2105 - PASSED
Test 2106: Seed: 2106 - PASSED
Test 2107: Seed: 2107 - PASSED
Test 2108: Seed: 2108 - PASSED
Test 2109: Seed: 2109 - PASSED
Test 2110: Seed: 2110 - PASSED
Test 2111: Seed: 2111 - PASSED
Test 2112: Seed: 2112 - PASSED
Test 2113: Seed: 2113 - PASSED
Test 2114: Seed: 2114 - PASSED
Test 2115: Seed: 2115 - PASSED
Test 2116: Seed: 2116 - PASSED
Test 2117: Seed: 2117 - PASSED
Test 2118: Seed: 2118 - PASSED
Test 2119: Seed: 2119 - PASSED
Test 2120: Seed: 2120 - PASSED
Test 2121: Seed: 2121 - PASSED
Test 2122: Seed: 2122 - PASSED
Test 2123: Seed: 2123 - PASSED
Test 2124: Seed: 2124 - PASSED
Test 2125: Seed: 2125 - PASSED
Test 2126: Seed: 2126 - PASSED
Test 2127: Seed: 2127 - PASSED
Test 2128: Seed: 2128 - PASSED
Test 2129: Seed: 2129 - PASSED
Test 2130: Seed: 2130 - PASSED
Test 2131: Seed: 2131 - PASSED
Test 2132: Seed: 2132 - PASSED
Test 2133: Seed: 2133 - PASSED
Test 2134: Seed: 2134 - PASSED
Test 2135: Seed: 2135 - PASSED
